wavelength[nm], flux
467.94, 2.4190e-12
468.08, 2.3760e-12
468.22, 2.3650e-12
468.36, 2.4060e-12
468.50, 2.4570e-12
468.64, 2.4200e-12
468.78, 2.4110e-12
468.92, 2.4070e-12
469.06, 2.3870e-12
469.20, 2.3810e-12
469.34, 2.3850e-12
469.48, 2.3640e-12
469.62, 2.3990e-12
469.76, 2.3960e-12
469.90, 2.4020e-12
470.04, 2.3540e-12
470.18, 2.3080e-12
470.32, 2.2620e-12
470.46, 2.2640e-12
470.60, 2.3120e-12
470.74, 2.3580e-12
470.88, 2.3830e-12
471.02, 2.3550e-12
471.16, 2.3230e-12
471.30, 2.2900e-12
471.44, 2.3010e-12
471.58, 2.2860e-12
471.72, 2.2770e-12
471.86, 2.2710e-12
472.00, 2.2910e-12
472.14, 2.3200e-12
472.28, 2.3480e-12
472.42, 2.3330e-12
472.56, 2.3360e-12
472.70, 2.3430e-12
472.84, 2.3330e-12
472.98, 2.3260e-12
473.12, 2.3020e-12
473.26, 2.2910e-12
473.40, 2.3250e-12
473.54, 2.3410e-12
473.68, 2.3090e-12
473.82, 2.2630e-12
473.96, 2.2810e-12
474.10, 2.3160e-12
474.24, 2.3400e-12
474.38, 2.3460e-12
474.52, 2.3430e-12
474.66, 2.3420e-12
474.80, 2.3190e-12
474.94, 2.2890e-12
475.08, 2.2900e-12
475.22, 2.2880e-12
475.36, 2.2780e-12
475.50, 2.2750e-12
475.64, 2.2510e-12
475.78, 2.2760e-12
475.92, 2.3130e-12
476.06, 2.3130e-12
476.20, 2.3070e-12
476.34, 2.2310e-12
476.48, 2.2050e-12
476.62, 2.2060e-12
476.76, 2.2140e-12
476.90, 2.2340e-12
477.04, 2.2740e-12
477.18, 2.2810e-12
477.32, 2.2650e-12
477.46, 2.2740e-12
477.60, 2.2760e-12
477.74, 2.2980e-12
477.88, 2.2790e-12
478.02, 2.2650e-12
478.16, 2.2880e-12
478.30, 2.3210e-12
478.44, 2.3000e-12
478.58, 2.2570e-12
478.72, 2.1990e-12
478.86, 2.1730e-12
479.00, 2.1790e-12
479.14, 2.2190e-12
479.28, 2.2690e-12
479.42, 2.2880e-12
479.56, 2.2680e-12
479.70, 2.2420e-12
479.84, 2.2330e-12
479.98, 2.2440e-12
480.12, 2.2220e-12
480.26, 2.1920e-12
480.40, 2.1850e-12
480.54, 2.1720e-12
480.68, 2.1600e-12
480.82, 2.1540e-12
480.96, 2.1850e-12
481.10, 2.2160e-12
481.24, 2.2090e-12
481.38, 2.2040e-12
481.52, 2.2140e-12
481.66, 2.2170e-12
481.80, 2.2020e-12
481.94, 2.1690e-12
482.08, 2.1530e-12
482.22, 2.1280e-12
482.36, 2.1090e-12
482.50, 2.1130e-12
482.64, 2.1210e-12
482.78, 2.1310e-12
482.92, 2.1290e-12
483.06, 2.1180e-12
483.20, 2.1030e-12
483.34, 2.1250e-12
483.48, 2.1280e-12
483.62, 2.1080e-12
483.76, 2.1000e-12
483.90, 2.0790e-12
484.04, 2.0350e-12
484.18, 2.0060e-12
484.32, 2.0320e-12
484.46, 2.0630e-12
484.60, 2.0330e-12
484.74, 2.0020e-12
484.88, 1.9740e-12
485.02, 1.9410e-12
485.16, 1.9240e-12
485.30, 1.9000e-12
485.44, 1.8840e-12
485.58, 1.7970e-12
485.72, 1.6840e-12
485.86, 1.5970e-12
486.00, 1.5100e-12
486.14, 1.3960e-12
486.28, 1.2620e-12
486.42, 1.1470e-12
486.56, 1.1650e-12
486.70, 1.2940e-12
486.84, 1.4360e-12
486.98, 1.5560e-12
487.12, 1.6820e-12
487.26, 1.7590e-12
487.40, 1.7460e-12
487.54, 1.7300e-12
487.68, 1.7640e-12
487.82, 1.8450e-12
487.96, 1.9060e-12
488.10, 1.8990e-12
488.24, 1.8870e-12
488.38, 1.9570e-12
488.52, 2.0430e-12
488.66, 2.0350e-12
488.80, 1.9820e-12
488.94, 1.9690e-12
489.08, 2.0200e-12
489.22, 2.0580e-12
489.36, 2.0400e-12
